qseqid,sseqid,pident,length,mismatch,gapopen,qlen,slen,qstart,qend,sstart,send,evalue,bitscore,similarity
29781|P0C6Z6|85-140,tr|Q6FGS9|Q6FGS9_HUMAN,91.071,56,5,0,56,178,1,56,92,147,1.34e-20,80.9,91.071
29781|P0C6Z6|85-140,tr|A0A286YEX3|A0A286YEX3_HUMAN,92.857,56,4,0,56,93,1,56,7,62,2.92e-19,75.1,92.857
29781|P0C6Z6|85-140,tr|A0A590UK12|A0A590UK12_HUMAN,92.857,56,4,0,56,139,1,56,53,108,1.01e-18,75.1,92.857
29781|P0C6Z6|85-140,tr|Q71UZ1|Q71UZ1_HUMAN,92.857,56,4,0,56,160,1,56,74,129,2.82e-18,74.3,92.857
29781|P0C6Z6|85-140,tr|Q6FGW4|Q6FGW4_HUMAN,92.857,56,4,0,56,178,1,56,92,147,4.63e-18,74.3,92.857
29781|P0C6Z6|85-140,sp|P22301|IL10_HUMAN,92.857,56,4,0,56,178,1,56,92,147,4.63e-18,74.3,92.857
29782|P0C6Z6|113-168,tr|Q6FGS9|Q6FGS9_HUMAN,95.556,45,2,0,56,178,12,56,131,175,1.74e-25,93.2,76.78607142857143
29783|P0C6Z6|141-170,tr|A0A286YEX3|A0A286YEX3_HUMAN,93.333,30,2,0,30,93,1,30,63,92,1.15e-13,59.7,93.333
29783|P0C6Z6|141-170,tr|A0A590UK12|A0A590UK12_HUMAN,93.333,30,2,0,30,139,1,30,109,138,2.83e-13,59.7,93.333
29783|P0C6Z6|141-170,tr|Q71UZ1|Q71UZ1_HUMAN,93.333,30,2,0,30,160,1,30,130,159,3.22e-13,60.1,93.333
29783|P0C6Z6|141-170,tr|Q6FGW4|Q6FGW4_HUMAN,93.333,30,2,0,30,178,1,30,148,177,4.62e-13,60.1,93.333
29783|P0C6Z6|141-170,sp|P22301|IL10_HUMAN,93.333,30,2,0,30,178,1,30,148,177,4.62e-13,60.1,93.333
29783|P0C6Z6|141-170,tr|Q6FGS9|Q6FGS9_HUMAN,93.333,30,2,0,30,178,1,30,148,177,4.93e-13,59.7,93.333
31599|P12488|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.143,56,10,0,56,353,1,56,14,69,2.22e-28,104.0,82.143
31604|P12488|197-252,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,77.778,54,12,0,56,353,3,56,83,136,2.04e-26,99.4,75.00021428571429
31605|P12488|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,85.714,56,8,0,56,353,1,56,109,164,6.26e-28,103.0,85.714
31629|P12489|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,15,70,7.22e-30,108.0,87.5
31635|P12489|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,97,152,8.37e-30,108.0,87.5
31636|P12489|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.143,56,10,0,56,353,1,56,125,180,3.25e-24,93.2,82.143
31643|P12489|449-504,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,76.786,56,13,0,56,353,1,56,298,353,1.16e-25,97.4,76.786
31659|P12490|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,85.714,56,8,0,56,353,1,56,15,70,3.31e-29,106.0,85.714
31664|P12490|197-252,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,85.455,55,8,0,56,353,2,56,87,141,2.1100000000000002e-29,107.0,83.92901785714285
31665|P12490|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,114,169,9.9e-28,102.0,87.5
31674|P12491|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,80.357,56,11,0,56,353,1,56,15,70,1.0800000000000001e-26,100.0,80.357
31679|P12491|197-252,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,83.636,55,9,0,56,353,2,56,85,139,3.87e-29,106.0,82.1425
31680|P12491|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,89.286,56,6,0,56,353,1,56,112,167,1.6900000000000001e-29,107.0,89.286
33251|P14597|57-112,tr|H0YMP1|H0YMP1_HUMAN,90.909,55,5,0,56,107,2,56,32,86,2.57e-31,105.0,89.285625
33251|P14597|57-112,tr|A0A0C4DGL3|A0A0C4DGL3_HUMAN,90.909,55,5,0,56,141,2,56,52,106,4.56e-31,106.0,89.285625
33251|P14597|57-112,tr|H0YNW5|H0YNW5_HUMAN,90.909,55,5,0,56,167,2,56,78,132,5.7500000000000005e-31,107.0,89.285625
33251|P14597|57-112,tr|H0YKC5|H0YKC5_HUMAN,90.909,55,5,0,56,221,2,56,140,194,7.850000000000001e-31,108.0,89.285625
33251|P14597|57-112,sp|P33316|DUT_HUMAN,90.909,55,5,0,56,252,2,56,163,217,1.0600000000000001e-29,105.0,89.285625
33251|P14597|57-112,tr|H0YMM5|H0YMM5_HUMAN,83.636,55,5,1,56,133,2,56,78,128,2.19e-26,94.4,82.1425
33251|P14597|57-112,tr|H0YNJ9|H0YNJ9_HUMAN,89.583,48,5,0,56,143,2,49,75,122,5.64e-26,93.6,76.78542857142857
33251|P14597|57-112,tr|H0YKI0|H0YKI0_HUMAN,89.583,48,5,0,56,226,2,49,163,210,5.1e-25,93.2,76.78542857142857
33252|P14597|85-140,sp|P33316|DUT_HUMAN,75.0,56,14,0,56,252,1,56,190,245,2.03e-25,94.7,75.0
33252|P14597|85-140,tr|A0A0C4DGL3|A0A0C4DGL3_HUMAN,75.0,56,14,0,56,141,1,56,79,134,4.2e-25,91.3,75.0
33252|P14597|85-140,tr|H0YNW5|H0YNW5_HUMAN,75.0,56,14,0,56,167,1,56,105,160,4.43e-25,92.0,75.0
33819|P16730|589-644,tr|A0A126LB08|A0A126LB08_HUMAN,75.0,56,14,0,56,772,1,56,465,520,4.0499999999999995e-23,91.7,75.0
33919|P16736|113-168,tr|A0A126LB09|A0A126LB09_HUMAN,78.571,56,12,0,56,824,1,56,83,138,1.26e-24,95.9,78.571
344|A2VCJ6|169-224,tr|Q9HC19|Q9HC19_HUMAN,78.182,55,12,0,56,284,2,56,217,271,4.34e-18,76.3,76.78589285714285
344|A2VCJ6|169-224,sp|Q9HC24|LFG4_HUMAN,79.63,54,11,0,56,238,3,56,172,225,5.34e-18,75.1,76.78607142857143
344|A2VCJ6|169-224,tr|G3XAA5|G3XAA5_HUMAN,79.63,54,11,0,56,285,3,56,219,272,9.35e-18,75.1,76.78607142857143
345|A2VCJ6|197-237,tr|G3V1R8|G3V1R8_HUMAN,82.927,41,7,0,41,61,1,41,21,61,8.4e-18,69.7,82.927
345|A2VCJ6|197-237,sp|Q9HC24|LFG4_HUMAN,82.927,41,7,0,41,238,1,41,198,238,8.38e-17,71.2,82.927
345|A2VCJ6|197-237,tr|G3XAA5|G3XAA5_HUMAN,82.927,41,7,0,41,285,1,41,245,285,1.39e-16,71.2,82.927
345|A2VCJ6|197-237,tr|Q9HC19|Q9HC19_HUMAN,82.927,41,7,0,41,284,1,41,244,284,1.45e-16,71.2,82.927
35254|P17388|197-252,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.786,56,13,0,56,536,1,56,223,278,2.23e-25,97.8,76.786
35734|P18799|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,85.714,56,8,0,56,353,1,56,15,70,1.2000000000000001e-29,107.0,85.714
35739|P18799|197-252,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,81.818,55,10,0,56,353,2,56,87,141,2.04e-28,104.0,80.35696428571428
35740|P18799|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,91.071,56,5,0,56,353,1,56,114,169,7.720000000000001e-29,105.0,91.071
35747|P18799|421-476,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,78.571,56,12,0,56,353,1,56,292,347,3.56e-28,103.0,78.571
35880|P19549|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,83.929,56,9,0,56,353,1,56,15,70,6.74e-29,105.0,83.929
35886|P19549|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,80.0,55,11,0,56,353,2,56,109,163,1.06e-24,94.7,78.57142857142857
35887|P19549|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,84.0,50,8,0,56,353,1,50,136,185,1.48e-20,83.6,75.0
35910|P19550|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,91.071,56,5,0,56,353,1,56,15,70,8.210000000000001e-31,110.0,91.071
35915|P19550|197-252,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,80.357,56,11,0,56,353,1,56,83,138,1.61e-28,104.0,80.357
35916|P19550|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.143,56,10,0,56,353,1,56,111,166,6.480000000000001e-27,100.0,82.143
36395|P20871|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,89.286,56,6,0,56,353,1,56,15,70,1.68e-30,110.0,89.286
36400|P20871|197-252,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,78.571,56,12,0,56,353,1,56,83,138,5.9000000000000005e-27,100.0,78.571
36401|P20871|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,78.571,56,12,0,56,353,1,56,111,166,2.18e-25,96.7,78.571
36529|P20888|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,85.714,56,8,0,56,353,1,56,15,70,2.54e-29,107.0,85.714
36535|P20888|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,104,159,5.13e-29,106.0,87.5
36536|P20888|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,88.889,54,6,0,56,353,1,54,132,185,1.73e-25,96.7,85.71439285714285
37385|P21735|113-158,tr|Q8V9L0|Q8V9L0_HUMAN,78.261,46,10,0,46,50,1,46,5,50,4.02e-13,57.8,78.261
37386|P21736|1-56,tr|Q8V9K9|Q8V9K9_HUMAN,78.571,56,11,1,56,105,1,56,1,55,7.19e-25,89.7,78.571
37387|P21736|29-84,tr|Q8V9K9|Q8V9K9_HUMAN,76.786,56,13,0,56,105,1,56,28,83,3.9500000000000003e-26,92.8,76.786
37388|P21736|57-106,tr|Q8V9K9|Q8V9K9_HUMAN,76.0,50,12,0,50,105,1,50,56,105,8.59e-24,86.7,76.0
37626|P22162|85-140,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.786,56,13,0,56,536,1,56,96,151,4.06e-28,105.0,76.786
38296|P24433|253-308,tr|A0A126LB01|A0A126LB01_HUMAN,94.643,56,3,0,56,528,1,56,253,308,1.37e-29,109.0,94.643
38297|P24433|281-336,tr|A0A126LB01|A0A126LB01_HUMAN,93.478,46,3,0,56,528,1,46,281,326,3.74e-22,88.6,76.7855
38298|P24433|309-364,tr|A0A126LB05|A0A126LB05_HUMAN,94.643,56,3,0,56,244,1,56,25,80,4.36e-22,85.9,94.643
38298|P24433|309-364,tr|A0A126LB01|A0A126LB01_HUMAN,94.643,56,3,0,56,528,1,56,309,364,1.4200000000000002e-21,87.0,94.643
38305|P24434|1-56,tr|A0A126LB04|A0A126LB04_HUMAN,94.643,56,3,0,56,458,1,56,1,56,1.35e-30,111.0,94.643
38306|P24434|29-84,tr|A0A126LB04|A0A126LB04_HUMAN,91.667,48,4,0,56,458,1,48,29,76,3.08e-25,97.1,78.57171428571428
38307|P24434|57-112,tr|A0A126LB04|A0A126LB04_HUMAN,89.286,56,6,0,56,458,1,56,57,112,1.84e-19,80.9,89.286
38308|P24434|85-140,tr|A0A126LB04|A0A126LB04_HUMAN,88.679,53,6,0,56,458,4,56,88,140,8.870000000000001e-27,101.0,83.92833928571429
38309|P24434|113-168,tr|A0A126LB04|A0A126LB04_HUMAN,94.643,56,3,0,56,458,1,56,113,168,2.76e-33,119.0,94.643
38310|P24434|141-196,tr|A0A126LB04|A0A126LB04_HUMAN,94.643,56,3,0,56,458,1,56,141,196,5.100000000000001e-31,112.0,94.643
38311|P24434|169-224,tr|A0A126LB04|A0A126LB04_HUMAN,89.286,56,6,0,56,458,1,56,169,224,2.64e-27,102.0,89.286
38312|P24434|197-252,tr|A0A126LB04|A0A126LB04_HUMAN,94.643,56,3,0,56,458,1,56,197,252,2.1600000000000002e-29,108.0,94.643
38313|P24434|225-280,tr|A0A126LB04|A0A126LB04_HUMAN,93.478,46,3,0,56,458,1,46,225,270,1.0100000000000002e-21,87.4,76.7855
38314|P24434|253-308,tr|A0A126LB04|A0A126LB04_HUMAN,91.071,56,5,0,56,458,1,56,253,308,2.73e-19,80.5,91.071
38344|P24437|365-420,tr|A0A126LB08|A0A126LB08_HUMAN,94.643,56,3,0,56,772,1,56,365,420,4.9e-30,111.0,94.643
38345|P24437|393-448,tr|A0A126LB08|A0A126LB08_HUMAN,94.643,56,3,0,56,772,1,56,393,448,1.18e-31,115.0,94.643
38374|P24441|113-168,tr|A0A126LB13|A0A126LB13_HUMAN,91.071,56,5,0,56,442,1,56,113,168,4.8e-30,110.0,91.071
38375|P24441|141-196,tr|A0A126LB13|A0A126LB13_HUMAN,94.643,56,3,0,56,442,1,56,141,196,1.59e-33,119.0,94.643
38386|P24442|29-84,tr|A0A126LB15|A0A126LB15_HUMAN,94.643,56,3,0,56,335,1,56,29,84,5.550000000000001e-32,113.0,94.643
38387|P24442|57-112,tr|A0A126LB15|A0A126LB15_HUMAN,90.909,55,5,0,56,335,1,55,57,111,5.5000000000000005e-31,110.0,89.285625
38388|P24442|85-140,tr|A0A126LB15|A0A126LB15_HUMAN,89.286,56,6,0,56,335,1,56,85,140,1.2200000000000001e-29,107.0,89.286
38389|P24442|113-168,tr|A0A126LB15|A0A126LB15_HUMAN,92.857,56,4,0,56,335,1,56,113,168,6.8e-31,110.0,92.857
38394|P24442|253-308,tr|A0A126LB15|A0A126LB15_HUMAN,94.643,56,3,0,56,335,1,56,253,308,2.44e-30,109.0,94.643
38395|P24442|281-335,tr|A0A126LB15|A0A126LB15_HUMAN,96.296,54,2,0,55,335,2,55,282,335,2.9199999999999998e-30,108.0,94.54516363636364
38603|P24838|1-56,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.786,56,13,0,56,536,1,56,27,82,8.05e-24,93.6,76.786
38604|P24838|29-84,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,75.0,56,13,1,56,536,1,55,55,110,2.2400000000000003e-21,86.7,75.0
38605|P24838|57-112,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,80.357,56,11,0,56,536,1,56,84,139,5.06e-28,105.0,80.357
38608|P24838|141-196,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.571,56,12,0,56,536,1,56,169,224,1.07e-25,98.6,78.571
38610|P24838|197-252,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,89.286,56,6,0,56,536,1,56,225,280,2.6000000000000003e-32,117.0,89.286
38611|P24838|225-280,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,85.455,55,8,0,56,536,1,55,253,307,4.8e-31,113.0,83.92901785714285
38613|P24838|281-336,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,85.714,56,8,0,56,536,1,56,311,366,5.950000000000001e-29,107.0,85.714
38614|P24838|309-364,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.786,56,13,0,56,536,1,56,339,394,8.9e-27,101.0,76.786
38616|P24838|365-420,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,82.143,56,10,0,56,536,1,56,395,450,2.22e-28,106.0,82.143
38968|P26535|85-140,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.571,56,12,0,56,536,1,56,85,140,9.75e-26,99.0,78.571
38985|P26536|57-112,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.364,55,13,0,56,536,2,56,86,140,1.1799999999999999e-25,98.6,75.00035714285714
38990|P26536|197-252,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.786,56,13,0,56,536,1,56,225,280,3.56e-26,100.0,76.786
39014|P26537|393-448,tr|O75978|O75978_HUMAN,82.143,56,10,0,56,100,1,56,31,86,8.66e-30,101.0,82.143
39014|P26537|393-448,tr|O75979|O75979_HUMAN,76.786,56,13,0,56,105,1,56,30,85,1.25e-27,96.7,76.786
39954|P27232|197-252,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,75.0,56,14,0,56,536,1,56,224,279,3.04e-24,94.7,75.0
39960|P27232|365-420,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,77.778,54,12,0,56,536,2,55,398,451,4.5999999999999995e-24,94.0,75.00021428571429
39966|P27233|57-112,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,75.0,56,14,0,56,536,1,56,85,140,4.6e-26,99.8,75.0
41101|P28857|701-756,tr|A0A0A0YLF2|A0A0A0YLF2_HUMAN,100.0,48,0,0,56,189,1,48,142,189,2.89e-28,100.0,85.71428571428571
41101|P28857|701-756,tr|A0A0A0YKG7|A0A0A0YKG7_HUMAN,97.917,48,1,0,56,189,1,48,142,189,8.92e-28,99.4,83.92885714285714
41101|P28857|701-756,tr|A0A0A0YRK1|A0A0A0YRK1_HUMAN,100.0,47,0,0,56,188,1,47,142,188,1.02e-27,99.4,83.92857142857143
41101|P28857|701-756,tr|A0A0A0YM03|A0A0A0YM03_HUMAN,100.0,47,0,0,56,189,1,47,142,188,1.21e-27,99.0,83.92857142857143
41101|P28857|701-756,tr|A0A0A0YLE6|A0A0A0YLE6_HUMAN,93.75,48,3,0,56,189,1,48,142,189,8.4e-27,97.1,80.35714285714285
41101|P28857|701-756,tr|A0A0A0YPD7|A0A0A0YPD7_HUMAN,93.617,47,3,0,56,188,1,47,142,188,3.21e-26,95.5,78.57141071428572
41585|P30005|365-420,tr|A0A126LAY0|A0A126LAY0_HUMAN,89.286,56,6,0,56,650,1,56,365,420,1.36e-25,98.6,89.286
41586|P30005|393-448,tr|A0A126LAY0|A0A126LAY0_HUMAN,91.071,56,5,0,56,650,1,56,393,448,4.49e-26,99.8,91.071
41589|P30005|477-532,tr|A0A126LAY0|A0A126LAY0_HUMAN,94.643,56,3,0,56,650,1,56,477,532,1.52e-26,101.0,94.643
41590|P30005|505-560,tr|A0A126LAY0|A0A126LAY0_HUMAN,87.5,56,7,0,56,650,1,56,505,560,5.51e-26,99.8,87.5
41591|P30005|533-588,tr|A0A126LAY0|A0A126LAY0_HUMAN,87.5,56,6,1,56,650,1,56,533,587,8.1e-24,93.6,87.5
41592|P30005|561-616,tr|A0A126LAY0|A0A126LAY0_HUMAN,92.857,56,3,1,56,650,1,56,561,615,2.8399999999999998e-25,97.8,92.857
41846|P31819|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,85.714,56,8,0,56,353,1,56,9,64,1.25e-28,105.0,85.714
41852|P31819|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.143,56,10,0,56,353,1,56,102,157,3.59e-28,103.0,82.143
41853|P31819|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,76.786,56,13,0,56,353,1,56,130,185,1.2299999999999998e-23,91.7,76.786
41876|P31872|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,83.929,56,9,0,56,353,1,56,15,70,2.57e-28,104.0,83.929
41881|P31872|197-252,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,79.63,54,11,0,56,353,3,56,83,136,1.62e-26,99.4,76.78607142857143
41882|P31872|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,109,164,1.92e-28,104.0,87.5
41883|P31872|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,89.796,49,5,0,56,353,1,49,137,185,7.039999999999999e-23,89.7,78.5715
42470|P35961|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,89.286,56,6,0,56,353,1,56,15,70,5.8e-31,111.0,89.286
42475|P35961|197-252,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.143,56,10,0,56,353,1,56,85,140,5.52e-29,105.0,82.143
42476|P35961|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,89.286,56,6,0,56,353,1,56,113,168,1e-28,105.0,89.286
43469|P36731|225-280,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.786,56,13,0,56,536,1,56,225,280,2.98e-26,100.0,76.786
43470|P36731|253-308,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.786,56,13,0,56,536,1,56,253,308,2.51e-25,97.8,76.786
43473|P36731|337-392,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,77.586,58,11,1,56,536,1,56,336,393,1.05e-25,98.6,80.35692857142858
43482|P36732|85-140,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.182,55,12,0,56,536,2,56,85,139,8.49e-26,99.0,76.78589285714285
43487|P36732|225-280,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.571,56,12,0,56,536,1,56,225,280,1.49e-26,101.0,78.571
43490|P36732|309-364,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,82.353,51,9,0,56,536,6,56,316,366,7.89e-25,96.3,75.00005357142857
43511|P36733|393-448,tr|O75978|O75978_HUMAN,83.636,55,9,0,56,100,1,55,40,94,2.0599999999999998e-30,103.0,82.1425
43511|P36733|393-448,tr|O75979|O75979_HUMAN,78.182,55,12,0,56,105,1,55,39,93,1.48e-28,99.0,76.78589285714285
43529|P36734|393-448,tr|O75978|O75978_HUMAN,83.929,56,9,0,56,100,1,56,38,93,4.25e-31,105.0,83.929
43529|P36734|393-448,tr|O75979|O75979_HUMAN,75.0,56,14,0,56,105,1,56,37,92,8.63e-28,97.1,75.0
43535|P36735|57-112,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.571,56,12,0,56,536,1,56,85,140,1.64e-26,100.0,78.571
43540|P36735|197-252,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,75.0,56,14,0,56,536,1,56,225,280,1.1399999999999999e-24,95.9,75.0
43541|P36735|225-280,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,77.778,54,12,0,56,536,1,54,253,306,7.54e-26,99.0,75.00021428571429
43556|P36736|169-224,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.182,55,12,0,56,536,2,56,88,142,1.5e-26,101.0,76.78589285714285
43599|P36738|309-364,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.571,56,12,0,56,536,1,56,315,370,4.03e-27,102.0,78.571
43623|P36741|477-532,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,94.643,56,0,1,56,536,1,56,477,529,8.57e-28,104.0,94.643
43624|P36741|505-539,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,91.429,35,0,1,35,536,1,35,505,536,2.06e-11,57.0,91.429
43638|P36742|365-420,tr|O75979|O75979_HUMAN,80.357,56,11,0,56,105,1,56,16,71,1.0200000000000001e-29,101.0,80.357
43638|P36742|365-420,tr|O75978|O75978_HUMAN,78.571,56,12,0,56,100,1,56,17,72,9.87e-29,99.4,78.571
43639|P36742|393-448,tr|O75978|O75978_HUMAN,76.786,56,13,0,56,100,1,56,45,100,1.18e-27,96.3,76.786
43644|P36743|29-84,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.786,56,13,0,56,536,1,56,20,75,1.47e-23,92.8,76.786
43647|P36743|113-168,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.364,55,13,0,56,536,1,55,106,160,1.3800000000000002e-27,103.0,75.00035714285714
43651|P36743|225-280,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.182,55,12,0,56,536,2,56,219,273,1.71e-25,98.2,76.78589285714285
43652|P36743|253-308,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,75.0,56,14,0,56,536,1,56,246,301,4.08e-25,97.1,75.0
43910|P36761|281-336,tr|Q9Y4Y6|Q9Y4Y6_HUMAN,100.0,42,0,0,56,169,15,56,1,42,4.76e-25,92.0,75.0
43912|P36761|337-392,tr|Q9Y4Y6|Q9Y4Y6_HUMAN,94.643,56,3,0,56,169,1,56,43,98,1.7200000000000001e-29,103.0,94.643
4435|B2NK69|1-56,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.571,56,12,0,56,536,1,56,345,400,2.4500000000000002e-27,103.0,78.571
4437|B2NK69|57-112,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,83.929,56,9,0,56,536,1,56,401,456,4.36e-27,102.0,83.929
4438|B2NK69|85-140,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,85.714,56,8,0,56,536,1,56,429,484,5.06e-28,105.0,85.714
4439|B2NK69|113-152,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,87.5,40,5,0,40,536,1,40,457,496,6.55e-19,78.6,87.5
45184|P50788|365-420,tr|O75979|O75979_HUMAN,78.182,55,12,0,56,105,2,56,22,76,3.71e-28,97.8,76.78589285714285
45185|P50788|393-448,tr|O75979|O75979_HUMAN,76.786,56,13,0,56,105,1,56,49,104,8.17e-28,97.1,76.786
45202|P50789|365-420,tr|O75979|O75979_HUMAN,76.364,55,13,0,56,105,2,56,22,76,1.2e-26,94.0,75.00035714285714
45203|P50789|393-448,tr|O75979|O75979_HUMAN,75.0,56,14,0,56,105,1,56,49,104,1.22e-26,94.0,75.0
45227|P50791|57-112,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.182,55,12,0,56,536,2,56,85,139,6.97e-26,99.4,76.78589285714285
45232|P50791|197-252,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.786,56,13,0,56,536,1,56,225,280,1.98e-26,100.0,76.786
45233|P50791|225-280,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,79.63,54,11,0,56,536,1,54,253,306,3.3200000000000004e-26,100.0,76.78607142857143
45235|P50791|281-336,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,75.0,56,14,0,56,536,1,56,310,365,6.23e-25,96.7,75.0
45236|P50791|309-364,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,74.138,58,13,1,56,536,1,56,338,395,6.48e-24,93.6,76.78578571428572
45244|P50792|57-112,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,80.357,56,11,0,56,536,1,56,84,139,2.4100000000000003e-27,103.0,80.357
45249|P50792|197-252,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,82.143,56,10,0,56,536,1,56,224,279,3.89e-26,100.0,82.143
45250|P50792|225-280,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,80.0,55,11,0,56,536,1,55,252,306,7.99e-28,104.0,78.57142857142857
45252|P50792|281-336,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,75.0,56,14,0,56,536,1,56,310,365,2.3500000000000002e-26,100.0,75.0
45259|P50793|1-56,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.571,56,12,0,56,536,1,56,27,82,5.59e-24,94.0,78.571
45260|P50793|29-84,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,75.439,57,13,1,56,536,1,56,55,111,7.189999999999999e-23,90.9,76.78612499999998
45261|P50793|57-112,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,82.143,56,10,0,56,536,1,56,84,139,1.36e-28,106.0,82.143
45263|P50793|113-168,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.786,56,13,0,56,536,1,56,140,195,2.21e-26,100.0,76.786
45264|P50793|141-196,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,79.31,58,10,1,56,536,1,56,168,225,2.42e-26,100.0,82.14250000000001
45265|P50793|169-224,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,77.586,58,11,1,56,536,1,56,196,253,2.08e-25,97.8,80.35692857142858
